file,line,pattern_kind,severity,bucket,code,suggested_replacement
src/services/campaignMetrics/securityHardeningService.ts,313,annotation,low,analytics-service,"sanitizeString(input: any, maxLength: number = 1000): SanitizationResult<string> {","Replace any with unknown and narrow, or introduce domain interface"
src/services/campaignMetrics/securityHardeningService.ts,389,annotation,low,analytics-service,export function validateForecastHorizon(horizon: any): SanitizationResult<number> {,"Replace any with unknown and narrow, or introduce domain interface"
src/services/campaignMetrics/securityHardeningService.ts,410,annotation,low,analytics-service,"export function sanitizeString(input: any, maxLength?: number): SanitizationResult<string> {","Replace any with unknown and narrow, or introduce domain interface"
src/services/campaignMetrics/snapshotCompactionService.ts,407,annotation,low,analytics-service,const aggregates: any = {};,aggregates: AggregatedMetrics
src/services/campaignMetrics/streamPool.ts,294,assertion,low,analytics-service,if (messageData && typeof messageData === 'object' && (messageData as any).type === 'heartbeat') {,Eliminate assertion via type guard or pre-normalized adapter
src/services/campaignMetrics/streamPool.ts,296,assertion,low,analytics-service,if ((messageData as any).serverTime) {,Eliminate assertion via type guard or pre-normalized adapter
src/services/campaignMetrics/streamPool.ts,297,assertion,low,analytics-service,const latency = now - new Date((messageData as any).serverTime).getTime();,Eliminate assertion via type guard or pre-normalized adapter
src/services/campaignMetrics/streamPool.ts,304,assertion,low,analytics-service,if (isDifferentialUpdatesEnabled() && messageData && typeof messageData === 'object' && (messageData as any).type === 'differential_update' && pool.patchProcessor) {,Eliminate assertion via type guard or pre-normalized adapter
src/services/campaignMetrics/streamPool.ts,308,assertion,low,analytics-service,const patch: DifferentialPatch = (messageData as any).patch;,Eliminate assertion via type guard or pre-normalized adapter
src/services/campaignMetrics/streamPool.ts,335,assertion,low,analytics-service,"...(messageData as any),",Eliminate assertion via type guard or pre-normalized adapter
src/services/campaignMetrics/streamPool.ts,363,assertion,low,analytics-service,if (messageData && typeof messageData === 'object' && (messageData as any).type === 'full_snapshot' && pool.patchProcessor) {,Eliminate assertion via type guard or pre-normalized adapter
src/services/campaignMetrics/streamPool.ts,366,assertion,low,analytics-service,pool.patchProcessor.updateBaseSnapshot((messageData as any).snapshot);,Eliminate assertion via type guard or pre-normalized adapter
src/services/campaignMetrics/workerCoordinator.ts,212,angle-cast,low,analytics-service,): Promise<any> {,Switch to generics or unknown + refinement
src/services/i18n/i18nService.ts,435,annotation,low,misc,let current: any = obj;,"Replace any with unknown and narrow, or introduce domain interface"
src/services/i18n/i18nService.ts,750,annotation,low,misc,const countKeys = (obj: any): number => {,"Replace any with unknown and narrow, or introduce domain interface"
src/services/perf/taskSchedulerService.ts,159,annotation,medium,performance,"payload: any,",payload: TaskPayload
src/services/perf/taskSchedulerService.ts,162,angle-cast,low,performance,): Promise<any> {,Switch to generics or unknown + refinement
src/services/perf/taskSchedulerService.ts,176,angle-cast,low,performance,"return new Promise<any>((resolve, reject) => {",Switch to generics or unknown + refinement
src/services/perf/taskSchedulerService.ts,418,annotation,medium,performance,"private async executeInline(kind: TaskKind, payload: any): Promise<any> {",payload: TaskPayload
src/services/perf/taskSchedulerService.ts,434,annotation,medium,performance,private inlineCausalRecompute(payload: any): any {,payload: TaskPayload
src/services/perf/taskSchedulerService.ts,448,annotation,medium,performance,private inlineForecastBlend(payload: any): any {,payload: TaskPayload
src/services/perf/taskSchedulerService.ts,457,annotation,low,performance,const blendedPoints = firstForecast.points.map((point: any) => ({,"Replace any with unknown and narrow, or introduce domain interface"
src/services/perf/taskSchedulerService.ts,476,annotation,medium,performance,private inlineSimulationProjection(payload: any): any {,payload: TaskPayload
src/services/perf/taskSchedulerService.ts,518,assertion,low,performance,(taskScheduler as any).processQueue();,Eliminate assertion via type guard or pre-normalized adapter
src/services/perf/taskSchedulerService.ts,74,annotation,low,performance,result?: any;,result?: TaskResult
src/services/perf/wasmAccelerationService.ts,16,annotation,low,performance,module?: any;,module?: WebAssembly.Module
src/services/perf/wasmAccelerationService.ts,332,annotation,low,performance,private createMockWasmModule(name: string): any {,"Replace any with unknown and narrow, or introduce domain interface"
src/services/policy/policyEngine.ts,363,annotation,low,misc,"private getContextValue(context: PolicyEventContext, field: string): any {","Replace any with unknown and narrow, or introduce domain interface"
src/services/policy/policyEngine.ts,365,annotation,low,misc,let value: any = context;,"Replace any with unknown and narrow, or introduce domain interface"
src/services/policy/policyEngine.ts,59,annotation,low,misc,value: any;,value: unknown
src/services/simulation/scenarioEngine.ts,77,annotation,low,misc,assumedCausalGraph?: any; // Reference to causal graph if available,"Replace any with unknown and narrow, or introduce domain interface"
src/store/api/README.md,39,assertion,low,misc,if ('error' in res && res.error && (res.error as any).data?.error) {,Eliminate assertion via type guard or pre-normalized adapter
src/store/api/README.md,40,assertion,low,misc,"const { error, requestId } = (res.error as any).data;",Eliminate assertion via type guard or pre-normalized adapter
src/store/api/README.md,41,assertion,low,misc,"return { error: { status: (res.error as any).status, data: { code: error.code, message: error.message, requestId } } };",Eliminate assertion via type guard or pre-normalized adapter
src/store/api/cleanCampaignApi.ts,57,other,low,misc,// - Type casting with 'as any',Review manually
src/store/selectors/pipelineSelectors.ts,26,other,low,misc,// Access RTK Query slice with explicit indexing to avoid 'as any',Review manually
src/tests/api/contract.personas.spec.ts,7,annotation,low,misc,let spec: any;,"Replace any with unknown and narrow, or introduce domain interface"
src/tests/pagination/usePaginatedDomains.remove,10,array,low,misc,"let pages: Record<number, { items: any[]; total: number }> = {};","Replace any with unknown and narrow, or introduce domain interface"
src/tests/pagination/usePaginatedDomains.remove,15,annotation,low,misc,"useGetCampaignDomainsQuery: ({ limit, offset }: any) => {","Replace any with unknown and narrow, or introduce domain interface"
src/tests/pagination/usePaginatedDomains.remove,9,array,low,misc,const listeners: any[] = [];,"Replace any with unknown and narrow, or introduce domain interface"
src/types/domainAnalysisFeatures.ts,28,annotation,low,misc,export function coerceFeatures(raw: any): DomainAnalysisFeatures | null {,"Replace any with unknown and narrow, or introduce domain interface"
src/types/domainAnalysisFeatures.ts,30,annotation,low,misc,const safeNum = (v: any): number | null => (typeof v === 'number' ? v : v === null || v === undefined ? null : Number.isFinite(Number(v)) ? Number(v) : null);,"Replace any with unknown and narrow, or introduce domain interface"
src/types/domainAnalysisFeatures.ts,31,annotation,low,misc,const top3 = Array.isArray(raw.keywords?.top3) ? raw.keywords.top3.filter((x: any) => typeof x === 'string') : [];,"Replace any with unknown and narrow, or introduce domain interface"
src/types/forecasting/normalizers.ts,18,array,low,misc,export function normalizeForecastPoints(points: any[]): ForecastPoint[] {,"Replace any with unknown and narrow, or introduce domain interface"
src/types/forecasting/normalizers.ts,35,annotation,low,misc,export function coerceModelScores(scores: any): ModelScore {,"Replace any with unknown and narrow, or introduce domain interface"
src/types/forecasting/normalizers.ts,47,annotation,low,misc,export function normalizeBlendResult(result: any): BlendResult {,"Replace any with unknown and narrow, or introduce domain interface"
src/types/forecasting/normalizers.ts,61,annotation,low,misc,export function normalizeQualityMetrics(metrics: any): QualityMetrics {,"Replace any with unknown and narrow, or introduce domain interface"
src/types/forecasting/normalizers.ts,72,annotation,low,misc,export function normalizeModelInfo(info: any): ModelInfo {,"Replace any with unknown and narrow, or introduce domain interface"
src/types/forecasting/normalizers.ts,77,annotation,low,misc,? info.alternativeModels.map((model: any) => ({,"Replace any with unknown and narrow, or introduce domain interface"
src/types/forecasting/normalizers.ts,89,annotation,low,misc,export function normalizeForecastResult(result: any): NormalizedForecastResult {,"Replace any with unknown and narrow, or introduce domain interface"
src/types/ui-proxy.ts,23,annotation,low,misc,export function isUiProxy(obj: any): obj is UiProxy {,"Replace any with unknown and narrow, or introduce domain interface"
src/utils/phaseStatus.ts,30,assertion,low,misc,"phase: phase as any, // cast to align with generated type expecting string literal",Eliminate assertion via type guard or pre-normalized adapter
src/utils/phaseStatus.ts,31,assertion,low,misc,"status: (status || 'not_started') as any,",Eliminate assertion via type guard or pre-normalized adapter
src/workers/edgeProcessor.worker.ts,10,annotation,medium,worker,payload: any;,payload: TaskPayload
src/workers/edgeProcessor.worker.ts,144,annotation,low,worker,}): any {,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/edgeProcessor.worker.ts,18,annotation,low,worker,result?: any;,result?: TaskResult
src/workers/edgeProcessor.worker.ts,221,annotation,low,worker,}): any {,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/edgeProcessor.worker.ts,78,annotation,low,worker,existingGraph?: any;,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/edgeProcessor.worker.ts,79,annotation,low,worker,}): any {,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,111,annotation,low,worker,"function safeCalculateDeltas(current: any, previous?: any) {","Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,12,array,low,worker,domains?: any[];,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,13,array,low,worker,previousDomains?: any[];,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,15,annotation,low,worker,aggregates?: any;,aggregates: AggregatedMetrics
src/workers/metricsWorker.ts,16,annotation,low,worker,classifiedCounts?: any;,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,17,annotation,low,worker,movers?: any;,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,18,annotation,low,worker,deltas?: any;,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,248,annotation,low,worker,options: any,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,47,array,low,worker,let classifyDomains: (domains: any[]) => any;,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,48,array,low,worker,let computeAggregates: (domains: any[]) => any;,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,49,annotation,low,worker,"let enrichAggregatesWithHighPotential: (aggregates: any, highPotentialCount: number) => any;",aggregates: AggregatedMetrics
src/workers/metricsWorker.ts,50,array,low,worker,"let computeMovers: (domains: any[], previousDomains?: any[]) => any;","Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,51,annotation,low,worker,"let calculateDeltas: (current: any, previous?: any) => any;","Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,54,array,low,worker,function safeClassifyDomains(domains: any[]) {,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,69,array,low,worker,function safeComputeAggregates(domains: any[]) {,"Replace any with unknown and narrow, or introduce domain interface"
src/workers/metricsWorker.ts,82,annotation,low,worker,"function safeEnrichAggregatesWithHighPotential(aggregates: any, highPotentialCount: number) {",aggregates: AggregatedMetrics
src/workers/metricsWorker.ts,91,array,low,worker,"function safeComputeMovers(domains: any[], previousDomains?: any[]) {","Replace any with unknown and narrow, or introduce domain interface"
